0, 4.283320, 1.388244, 4.283320, 1.388244
1, 4.607866, 1.467436, 4.337511, 1.453421
2, 4.607866, 1.451702, 4.045478, 1.456898
3, 3.311714, 1.426071, 3.632383, 1.487436
4, 3.188419, 1.451821, 3.694926, 1.597047
5, 3.516369, 1.495638, 4.090311, 1.636381
6, 4.068376, 1.482023, 4.518217, 1.648105
7, 3.757872, 1.501711, 4.851522, 1.590478
8, 3.008567, 1.448974, 5.186959, 1.628638
9, 3.703472, 1.465294, 4.925349, 1.546820
10, 3.345801, 1.352865, 2.658308, 1.453246
11, 3.413527, 1.237359, 3.010226, 1.426488
12, 3.413527, 1.198094, 3.082234, 1.276719
13, 1.934795, 1.183277, 2.972302, 1.271214
14, 1.495146, 1.031090, 1.495146, 1.024589
15, 1.000000, 1.000000, 1.000000, 1.000000
