0, 4.376235, 1.491245, 4.376235, 1.491245
1, 4.376235, 1.587980, 4.306472, 1.555316
2, 4.376235, 1.563087, 3.915375, 1.560091
3, 3.915375, 1.542035, 3.915375, 1.571884
4, 4.502017, 1.569398, 3.826502, 1.660808
5, 4.272462, 1.602460, 4.187699, 1.697736
6, 3.951339, 1.574306, 4.287313, 1.709731
7, 3.350168, 1.540653, 5.453598, 1.641979
8, 3.024973, 1.471201, 5.183855, 1.671274
9, 3.606175, 1.476094, 4.805933, 1.556405
10, 2.919691, 1.363017, 2.499890, 1.478979
11, 3.034375, 1.239706, 3.103946, 1.454474
12, 3.034375, 1.196661, 3.333400, 1.301588
13, 3.013340, 1.196075, 3.400000, 1.287457
14, 1.498085, 1.032489, 1.498085, 1.025698
15, 1.000000, 1.000000, 1.000000, 1.000000
