0, 3.781162, 1.294410, 3.781162, 1.294410
1, 3.781162, 1.386163, 4.000686, 1.367549
2, 3.781162, 1.371966, 3.625450, 1.379350
3, 2.910807, 1.346131, 3.662959, 1.434019
4, 2.936640, 1.375706, 3.686343, 1.524288
5, 3.239470, 1.436046, 4.186975, 1.577986
6, 3.138647, 1.445696, 4.286502, 1.599546
7, 3.106883, 1.453876, 8.132851, 1.553938
8, 2.617015, 1.401430, 5.182825, 1.579460
9, 3.639213, 1.416718, 4.923807, 1.503483
10, 2.690026, 1.311391, 2.551636, 1.430381
11, 2.527183, 1.209294, 2.807947, 1.399679
12, 2.527183, 1.173894, 2.825158, 1.267389
13, 1.957067, 1.177900, 2.784812, 1.251702
14, 1.406925, 1.030113, 1.406925, 1.023806
15, 1.000000, 1.000000, 1.000000, 1.000000
