0, 2.691850, 1.161252, 2.691850, 1.161252
1, 2.691850, 1.220629, 3.273958, 1.228798
2, 3.292187, 1.208213, 4.250383, 1.259035
3, 3.468509, 1.194389, 4.052883, 1.301000
4, 3.600751, 1.203162, 4.052883, 1.414910
5, 3.688912, 1.271401, 4.320991, 1.470116
6, 3.204026, 1.298214, 4.050000, 1.487435
7, 2.851382, 1.327972, 8.000000, 1.481154
8, 3.250000, 1.317304, 5.113769, 1.541563
9, 3.900000, 1.357273, 4.856742, 1.467904
10, 2.929100, 1.270042, 3.400000, 1.421341
11, 2.755585, 1.182577, 3.600000, 1.403928
12, 2.755585, 1.149424, 2.461376, 1.250561
13, 1.904734, 1.162500, 2.500000, 1.243141
14, 1.201041, 1.027297, 1.201041, 1.021334
15, 1.000000, 1.000000, 1.000000, 1.000000
